Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Glowing	1	1	1	16		8				6	618	ltng-min		1	1	ltng-max		31	60						crsx												0	0
Buzzing	1	1	1	26		13				6	618	ltng-min		1	1	ltng-max		46	105						crsx												0	0
Buzzing	1	1	1	36		18				6	618	ltng-min		1	1	ltng-max		61	105						crsx												0	0
Arcing	1	1	1	46		23				6	618	ltng-min		1	1	ltng-max		84	150						crsx												0	0
Arcing	1	1	1	57		28				6	618	ltng-min		1	1	ltng-max		106	225						crsx												0	0
Shocking	1	1	1	68		34				6	618	ltng-min		1	1	ltng-max		129	300						crsx												0	0
Shocking	1	1	1	80		40				6	618	ltng-min		1	1	ltng-max		151	525						crsx												0	0
Static	1	1	1	6		3				6	618	ltng-min		1	1	ltng-max		10	20						weap							wand	crsx				0	0
Glowing	1	1	1	16		8				6	618	ltng-min		1	1	ltng-max		21	40						weap							wand	crsx				0	0
Buzzing	1	1	1	26		13				6	618	ltng-min		1	1	ltng-max		31	70						weap							wand	crsx				0	0
Buzzing	1	1	1	36		18				6	618	ltng-min		1	1	ltng-max		41	70						weap							wand	crsx				0	0
Arcing	1	1	1	46		23				6	618	ltng-min		1	1	ltng-max		56	100						weap							wand	crsx				0	0
Arcing	1	1	1	57		28				6	618	ltng-min		1	1	ltng-max		71	150						weap							wand	crsx				0	0
Shocking	1	1	1	68		34				6	618	ltng-min		1	1	ltng-max		86	200						weap							wand	crsx				0	0
Shocking	1	1	1	80		40				6	618	ltng-min		1	1	ltng-max		101	350						weap							wand	crsx				0	0
Static	1	1	1	7		3				4	618	ltng-min		1	1	ltng-max		5	10						glov	ring	amul	pelt									0	0
Glowing	1	1	1	17		8				4	618	ltng-min		1	1	ltng-max		11	20						glov	ring	amul	pelt									0	0
Buzzing	1	1	1	27		13				4	618	ltng-min		1	1	ltng-max		16	35						glov	ring	amul	pelt									0	0
Buzzing	1	1	1	37		18				4	618	ltng-min		1	1	ltng-max		21	35						glov	ring	amul	pelt									0	0
Arcing	1	1	1	47		23				4	618	ltng-min		1	1	ltng-max		28	50						glov	ring	amul	pelt									0	0
Arcing	1	1	1	57		28				4	618	ltng-min		1	1	ltng-max		36	75						glov	ring	amul	pelt									0	0
Shocking	1	1	1	68		34				4	618	ltng-min		1	1	ltng-max		43	100						glov	ring	amul	pelt									0	0
Shocking	1	1	1	80		40				4	618	ltng-min		1	1	ltng-max		51	175						glov	ring	amul	pelt									0	0
Static	1	1	1	8		3				4	618	ltng-min		1	1	ltng-max		5	10						dusc	duse											0	0
Glowing	1	1	1	19		9				4	618	ltng-min		1	1	ltng-max		11	20						dusc	duse											0	0
Buzzing	1	1	1	30		14				4	618	ltng-min		1	1	ltng-max		16	35						dusc	duse											0	0
Buzzing	1	1	1	41		20				4	618	ltng-min		1	1	ltng-max		21	35						dusc	duse											0	0
Arcing	1	1	1	52		25				4	618	ltng-min		1	1	ltng-max		28	50						dusc	duse											0	0
Arcing	1	1	1	63		31				4	618	ltng-min		1	1	ltng-max		36	75						dusc	duse											0	0
Shocking	1	1	1	75		37				4	618	ltng-min		1	1	ltng-max		43	100						dusc	duse											0	0
Shocking	1	1	1	88		44				4	618	ltng-min		1	1	ltng-max		51	175						dusc	duse											0	0
Static	1	1	1	8		4				4	618	ltng-min		1	1	ltng-max		5	10						jewl												0	0
Glowing	1	1	1	18		9				4	618	ltng-min		1	1	ltng-max		11	20						jewl												0	0
Moldy	1	1	1	5		2				6	619	pois-min		15	60	pois-max		61	90	pois-len		37	75		knif	nscy											0	0
Septic	1	1	1	15		7				6	619	pois-min		37	153	pois-max		154	229	pois-len		37	112		knif	nscy											0	0
Venomous	1	1	1	25		12				6	619	pois-min		60	243	pois-max		244	364	pois-len		37	112		knif	nscy											0	0
Venomous	1	1	1	35		17				6	619	pois-min		76	306	pois-max		307	459	pois-len		37	150		knif	nscy											0	0
Toxic	1	1	1	45		22				6	619	pois-min		114	459	pois-max		460	688	pois-len		37	150		knif	nscy											0	0
Toxic	1	1	1	57		28				6	619	pois-min		153	612	pois-max		613	918	pois-len		37	187		knif	nscy											0	0
Pestilent	1	1	1	68		34				6	619	pois-min		229	921	pois-max		922	1381	pois-len		37	187		knif	nscy											0	0
Pestilent	1	1	1	80		40				6	619	pois-min		306	1227	pois-max		1228	1840	pois-len		37	225		knif	nscy											0	0
Moldy	1	1	1	5		2				6	619	pois-min		10	40	pois-max		41	60	pois-len		25	50		weap							wand	knif	nscy	abow	aspe	0	0
Septic	1	1	1	15		7				6	619	pois-min		25	102	pois-max		103	153	pois-len		25	75		weap							wand	knif	nscy	abow	aspe	0	0
Venomous	1	1	1	25		12				6	619	pois-min		40	162	pois-max		163	243	pois-len		25	75		weap							wand	knif	nscy	abow	aspe	0	0
Venomous	1	1	1	35		17				6	619	pois-min		51	204	pois-max		205	306	pois-len		25	100		weap							wand	knif	nscy	abow	aspe	0	0
Toxic	1	1	1	45		22				6	619	pois-min		76	306	pois-max		307	459	pois-len		25	100		weap							wand	knif	nscy	abow	aspe	0	0
Toxic	1	1	1	57		28				6	619	pois-min		102	408	pois-max		409	612	pois-len		25	125		weap							wand	knif	nscy	abow	aspe	0	0
Pestilent	1	1	1	68		34				6	619	pois-min		153	614	pois-max		615	921	pois-len		25	125		weap							wand	knif	nscy	abow	aspe	0	0
Pestilent	1	1	1	80		40				6	619	pois-min		204	818	pois-max		819	1227	pois-len		25	150		weap							wand	knif	nscy	abow	aspe	0	0
Moldy	1	1	1	7		3				4	619	pois-min		5	20	pois-max		21	30	pois-len		25	50		glov	ring	amul	pelt	nxhm								0	0
Septic	1	1	1	17		8				4	619	pois-min		13	51	pois-max		52	77	pois-len		25	75		glov	ring	amul	pelt	nxhm								0	0
Venomous	1	1	1	27		13				4	619	pois-min		20	81	pois-max		82	122	pois-len		25	75		glov	ring	amul	pelt	nxhm								0	0
Venomous	1	1	1	37		18				4	619	pois-min		26	102	pois-max		103	153	pois-len		25	100		glov	ring	amul	pelt	nxhm								0	0
Toxic	1	1	1	47		23				4	619	pois-min		38	153	pois-max		154	230	pois-len		25	100		glov	ring	amul	pelt	nxhm								0	0
Toxic	1	1	1	57		28				4	619	pois-min		51	204	pois-max		205	306	pois-len		25	125		glov	ring	amul	pelt	nxhm								0	0
Pestilent	1	1	1	68		34				4	619	pois-min		77	307	pois-max		308	461	pois-len		25	125		glov	ring	amul	pelt	nxhm								0	0
Pestilent	1	1	1	80		40				4	619	pois-min		102	409	pois-max		410	614	pois-len		25	150		glov	ring	amul	pelt	nxhm								0	0
Moldy	1	1	1	8		3				4	619	pois-min		5	20	pois-max		21	30	pois-len		25	50		dusc	duse											0	0
Septic	1	1	1	19		9				4	619	pois-min		13	51	pois-max		52	77	pois-len		25	75		dusc	duse											0	0
Venomous	1	1	1	30		14				4	619	pois-min		20	81	pois-max		82	122	pois-len		25	75		dusc	duse											0	0
Venomous	1	1	1	41		20				4	619	pois-min		26	102	pois-max		103	153	pois-len		25	100		dusc	duse											0	0
Toxic	1	1	1	52		25				4	619	pois-min		38	153	pois-max		154	230	pois-len		25	100		dusc	duse											0	0
Toxic	1	1	1	63		31				4	619	pois-min		51	204	pois-max		205	306	pois-len		25	125		dusc	duse											0	0
Pestilent	1	1	1	75		37				4	619	pois-min		77	307	pois-max		308	461	pois-len		25	125		dusc	duse											0	0
Pestilent	1	1	1	88		44				4	619	pois-min		102	409	pois-max		410	614	pois-len		25	150		dusc	duse											0	0
Moldy	1	1	1	8		4				4	619	pois-min		5	20	pois-max		21	30	pois-len		25	50		jewl												0	0
Septic	1	1	1	18		9				4	619	pois-min		13	51	pois-max		52	77	pois-len		25	75		jewl												0	0
Stalker's	1	1	1	20		10	ama			4	620	skilltab	0	1	1										abow	ahlm											0	0
Seeker's	1	1	1	40		20	ama			4	620	skilltab	0	2	2										abow	ahlm											0	0
Hunter's	1	1	1	90		45	ama			2	620	skilltab	0	3	3										abow	ahlm											0	0
Stalker's	1	1	1	30		15	ama			4	620	skilltab	0	1	1										amul	glov											0	0
Stalker's	1	1	1	33		17	ama			4	620	skilltab	0	1	1										dust												0	0
Oracle's	1	1	1	20		10	ama			4	620	skilltab	1	1	1										abow	aspe	ahlm										0	0
Diviner's	1	1	1	40		20	ama			4	620	skilltab	1	2	2										abow	aspe	ahlm										0	0
Prophet's	1	1	1	90		45	ama			2	620	skilltab	1	3	3										abow	aspe	ahlm										0	0
Oracle's	1	1	1	30		15	ama			4	620	skilltab	1	1	1										amul	glov											0	0
Oracle's	1	1	1	33		17	ama			4	620	skilltab	1	1	1										dust												0	0
Shining	1	1	1	20		10	ama			4	620	skilltab	2	1	1										aspe	ahlm											0	0
Golden	1	1	1	40		20	ama			4	620	skilltab	2	2	2										aspe	ahlm											0	0
Resplendent	1	1	1	90		45	ama			2	620	skilltab	2	3	3										aspe	ahlm											0	0
Shining	1	1	1	30		15	ama			4	620	skilltab	2	1	1										amul	glov											0	0
Shining	1	1	1	33		17	ama			4	620	skilltab	2	1	1										dust												0	0
Heroic	1	1	1	20		10	pal			4	621	skilltab	9	1	1										pasc	pama	ashd	pasd									0	0
Legendary	1	1	1	40		20	pal			4	621	skilltab	9	2	2										pasc	pama	ashd	pasd									0	0
Mythic	1	1	1	90		45	pal			2	621	skilltab	9	3	3										pasc	pama	ashd	pasd									0	0
Heroic	1	1	1	30		15	pal			4	621	skilltab	9	1	1										amul	chlm											0	0
Heroic	1	1	1	33		17	pal			4	621	skilltab	9	1	1										dust												0	0
Acolyte's	1	1	1	20		10	pal			4	621	skilltab	10	1	1										pasc	pama	ashd	pasd									0	0
Cleric's	1	1	1	40		20	pal			4	621	skilltab	10	2	2										pasc	pama	ashd	pasd									0	0
Priest's	1	1	1	90		45	pal			2	621	skilltab	10	3	3										pasc	pama	ashd	pasd									0	0
Acolyte's	1	1	1	30		15	pal			4	621	skilltab	10	1	1										amul	chlm											0	0
Acolyte's	1	1	1	33		17	pal			4	621	skilltab	10	1	1										dust												0	0
Blessed	1	1	1	20		10	pal			4	621	skilltab	11	1	1										pasc	pama	ashd	pasd									0	0
Anointed	1	1	1	40		20	pal			4	621	skilltab	11	2	2										pasc	pama	ashd	pasd									0	0
Consecrated	1	1	1	90		45	pal			2	621	skilltab	11	3	3										pasc	pama	ashd	pasd									0	0
Blessed	1	1	1	30		15	pal			4	621	skilltab	11	1	1										amul	chlm											0	0
Blessed	1	1	1	33		17	pal			4	621	skilltab	11	1	1										dust												0	0
Quivering	1	1	1	20		10	nec			4	622	skilltab	6	1	1										wand	head	nxsh	nscy									0	0
Rattling	1	1	1	40		20	nec			4	622	skilltab	6	2	2										wand	head	nxsh	nscy									0	0
Trembling	1	1	1	90		45	nec			2	622	skilltab	6	3	3										wand	head	nxsh	nscy									0	0
Quivering	1	1	1	30		15	nec			4	622	skilltab	6	1	1										amul	nxhm											0	0
Quivering	1	1	1	33		17	nec			4	622	skilltab	6	1	1										dust												0	0
Spooky	1	1	1	20		10	nec			4	622	skilltab	7	1	1										wand	head	nxsh	nscy									0	0
Ghostly	1	1	1	40		20	nec			4	622	skilltab	7	2	2										wand	head	nxsh	nscy									0	0
Phantasmal	1	1	1	90		45	nec			2	622	skilltab	7	3	3										wand	head	nxsh	nscy									0	0
Spooky	1	1	1	30		15	nec			4	622	skilltab	7	1	1										amul	nxhm	knif										0	0
Spooky	1	1	1	33		17	nec			4	622	skilltab	7	1	1										dust												0	0
Eerie	1	1	1	20		10	nec			4	622	skilltab	8	1	1										wand	head	nxsh	nscy									0	0
Mystical	1	1	1	40		20	nec			4	622	skilltab	8	2	2										wand	head	nxsh	nscy									0	0
Eldritch	1	1	1	90		45	nec			2	622	skilltab	8	3	3										wand	head	nxsh	nscy									0	0
Eerie	1	1	1	30		15	nec			4	622	skilltab	8	1	1										amul	nxhm											0	0
Eerie	1	1	1	33		17	nec			4	622	skilltab	8	1	1										dust												0	0
Molten	1	1	1	20		10	sor			4	623	skilltab	3	1	1										staf	stor											0	0
Rumbling	1	1	1	40		20	sor			4	623	skilltab	3	2	2										staf	stor											0	0
Volcanic	1	1	1	90		45	sor			2	623	skilltab	3	3	3										staf	stor											0	0
Molten	1	1	1	30		15	sor			4	623	skilltab	3	1	1										amul	circ											0	0
Molten	1	1	1	33		17	sor			4	623	skilltab	3	1	1										dust												0	0
Humming	1	1	1	20		10	sor			4	623	skilltab	4	1	1										staf	stor											0	0
Booming	1	1	1	40		20	sor			4	623	skilltab	4	2	2										staf	stor											0	0
Thundering	1	1	1	90		45	sor			2	623	skilltab	4	3	3										staf	stor											0	0
Humming	1	1	1	30		15	sor			4	623	skilltab	4	1	1										amul	circ											0	0
Humming	1	1	1	33		17	sor			4	623	skilltab	4	1	1										dust												0	0
Frigid	1	1	1	20		10	sor			4	623	skilltab	5	1	1										staf	stor											0	0
Glacial	1	1	1	40		20	sor			4	623	skilltab	5	2	2										staf	stor											0	0
Gelid	1	1	1	90		45	sor			2	623	skilltab	5	3	3										staf	stor											0	0
Frigid	1	1	1	30		15	sor			4	623	skilltab	5	1	1										amul	circ											0	0
Frigid	1	1	1	33		17	sor			4	623	skilltab	5	1	1										dust												0	0
Tribal	1	1	1	20		10	bar			4	624	skilltab	12	1	1										boax	bbax	bats	bshi									0	0
Ancient	1	1	1	40		20	bar			4	624	skilltab	12	2	2										boax	bbax	bats	bshi									0	0
Primeval	1	1	1	90		45	bar			2	624	skilltab	12	3	3										boax	bbax	bats	bshi									0	0
Tribal	1	1	1	30		15	bar			4	624	skilltab	12	1	1										amul	phlm											0	0
Tribal	1	1	1	33		17	bar			4	624	skilltab	12	1	1										dust												0	0
Carved	1	1	1	20		10	bar			4	624	skilltab	13	1	1										btax												0	0
Painted	1	1	1	40		20	bar			4	624	skilltab	13	2	2										btax												0	0
Engraved	1	1	1	90		45	bar			2	624	skilltab	13	3	3										btax												0	0
Carved	1	1	1	30		15	bar			4	624	skilltab	13	1	1										amul	phlm											0	0
Carved	1	1	1	33		17	bar			4	624	skilltab	13	1	1										dust												0	0
Primitive	1	1	1	20		10	bar			4	624	skilltab	14	1	1										boax	bbax	bats	bshi	btax								0	0
Brutish	1	1	1	40		20	bar			4	624	skilltab	14	2	2										boax	bbax	bats	bshi	btax								0	0
Savage	1	1	1	90		45	bar			2	624	skilltab	14	3	3										boax	bbax	bats	bshi	btax								0	0
Primitive	1	1	1	30		15	bar			4	624	skilltab	14	1	1										amul	phlm											0	0
Primitive	1	1	1	33		17	bar			4	624	skilltab	14	1	1										dust												0	0
Growling	100	1	1	20		10	dru			4	625	skilltab	15	1	1										mele	pelt						rod	amaz	assn	necr	pala	0	0
Snarling	100	1	1	40		20	dru			4	625	skilltab	15	2	2										mele	pelt						rod	amaz	assn	necr	pala	0	0
Roaring	100	1	1	90		45	dru			2	625	skilltab	15	3	3										mele	pelt						rod	amaz	assn	necr	pala	0	0
Growling	100	1	1	30		15	dru			4	625	skilltab	15	1	1										amul	belt											0	0
Growling	100	1	1	33		17	dru			4	625	skilltab	15	1	1										dust												0	0
Ritual	100	1	1	20		10	dru			4	625	skilltab	16	1	1										orb	pelt											0	0
Totemic	100	1	1	40		20	dru			4	625	skilltab	16	2	2										orb	pelt											0	0
Shamanic	100	1	1	90		45	dru			2	625	skilltab	16	3	3										orb	pelt											0	0
Ritual	100	1	1	30		15	dru			4	625	skilltab	16	1	1										amul	belt											0	0
Ritual	100	1	1	33		17	dru			4	625	skilltab	16	1	1										dust												0	0
Sprouting	100	1	1	20		10	dru			4	625	skilltab	17	1	1										dbow	pelt											0	0
Verdant	100	1	1	40		20	dru			4	625	skilltab	17	2	2										dbow	pelt											0	0
Blooming	100	1	1	90		45	dru			2	625	skilltab	17	3	3										dbow	pelt											0	0
Sprouting	100	1	1	30		15	dru			4	625	skilltab	17	1	1										amul	belt											0	0
Sprouting	100	1	1	33		17	dru			4	625	skilltab	17	1	1										dust												0	0
Elegant	100	1	1	20		10	ass			4	626	skilltab	18	1	1										h2h	boot											0	0
Sophisticated	100	1	1	40		20	ass			4	626	skilltab	18	2	2										h2h	boot											0	0
Exquisite	100	1	1	90		45	ass			2	626	skilltab	18	3	3										h2h	boot											0	0
Elegant	100	1	1	30		15	ass			4	626	skilltab	18	1	1										amul	glov											0	0
Elegant	100	1	1	33		17	ass			4	626	skilltab	18	1	1										dust												0	0
Hissing	100	1	1	20		10	ass			4	626	skilltab	19	1	1										atkn												0	0
Serpentine	100	1	1	40		20	ass			4	626	skilltab	19	2	2										atkn												0	0
Coiling	100	1	1	90		45	ass			2	626	skilltab	19	3	3										atkn												0	0
Hissing	100	1	1	30		15	ass			4	626	skilltab	19	1	1										amul	glov											0	0
Hissing	100	1	1	33		17	ass			4	626	skilltab	19	1	1										dust												0	0
Mental	100	1	1	20		10	ass			4	626	skilltab	20	1	1										h2h	helm						phlm	chlm	pelt			0	0
Shadow	100	1	1	40		20	ass			4	626	skilltab	20	2	2										h2h	helm						phlm	chlm	pelt			0	0
Psionic	100	1	1	90		45	ass			2	626	skilltab	20	3	3										h2h	helm						phlm	chlm	pelt			0	0
Mental	100	1	1	30		15	ass			4	626	skilltab	20	1	1										amul	glov											0	0
Mental	100	1	1	33		17	ass			4	626	skilltab	20	1	1										dust												0	0
Oscillating	1	1		1		0				2	627	balance3		-5	-15										tors	ashd	amul	staf	miss			stor					0	0
Stable	1	1	1	1		0				4	627	balance3		5	10										tors	ashd	amul	staf	miss			stor					0	0
Balanced	1	1	1	16		8				4	627	balance3		11	15										tors	ashd	amul	staf	miss			stor					0	0
Graceful	1	1	1	31		15				4	627	balance3		16	20										tors	ashd	amul	staf	miss			stor					0	0
Dignified	1	1	1	46		23				4	627	balance3		21	30										tors	ashd	amul	staf	miss			stor					0	0
Imposing	1	1	1	61		30				4	627	balance3		31	40										tors	ashd	amul	staf	miss			stor					0	0
Stable	1	1	1	1		0				4	627	balance3		5	10										dusc	dusp											0	0
Balanced	1	1	1	18		9				4	627	balance3		11	15										dusc	dusp											0	0
Graceful	1	1	1	34		17				4	627	balance3		16	20										dusc	dusp											0	0
Dignified	1	1	1	51		25				4	627	balance3		21	30										dusc	dusp											0	0
Imposing	1	1	1	67		33				4	627	balance3		31	40										dusc	dusp											0	0
Oscillating	1	1		8		4				2	627	balance3		-1	-6										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Stable	1	1	1	8		4				4	627	balance3		1	3										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Balanced	1	1	1	24		12				4	627	balance3		4	6										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Graceful	1	1	1	40		20				4	627	balance3		7	10										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Dignified	1	1	1	56		28				4	627	balance3		11	15										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Imposing	1	1	1	72		36				4	627	balance3		16	20										shld	stor	helm	ring	belt	boot		ashd	circ	nxhm			0	0
Stable	1	1	1	10		5				4	627	balance3		1	4										jewl												0	0
Balanced	1	1	1	59		29				4	627	balance3		5	8										jewl												0	0
Wobbly	1	1		1		0				2	628	block3		-5	-15										ashd												0	0
Squire's	1	1	1	1		0				4	628	block3		7	12										ashd												0	0
Knight's	1	1	1	16		8				4	628	block3		13	20										ashd												0	0
Champion's	1	1	1	31		15				4	628	block3		21	30										ashd												0	0
King's	1	1	1	46		23				4	628	block3		31	40										ashd												0	0
Dragon's	1	1	1	61		30				4	628	block3		41	50										ashd												0	0
Wobbly	1	1		1		0				2	628	block3		-5	-15										shld	ring	amul					bshi	nxsh	head	ashd		0	0
Squire's	1	1	1	1		0				4	628	block3		5	10										shld	ring	amul					bshi	nxsh	head	ashd		0	0
Knight's	1	1	1	16		8				4	628	block3		11	15										shld	ring	amul					bshi	nxsh	head	ashd		0	0
Champion's	1	1	1	31		15				4	628	block3		16	20										shld	ring	amul					bshi	nxsh	head	ashd		0	0
King's	1	1	1	46		23				4	628	block3		21	30										shld	ring	amul					bshi	nxsh	head	ashd		0	0
Dragon's	1	1	1	61		30				4	628	block3		31	40										shld	ring	amul					bshi	nxsh	head	ashd		0	0
Squire's	1	1	1	1		0				4	628	block3		5	10										dusp												0	0
Knight's	1	1	1	18		9				4	628	block3		11	15										dusp												0	0
Champion's	1	1	1	34		17				4	628	block3		16	20										dusp												0	0
King's	1	1	1	51		25				4	628	block3		21	30										dusp												0	0
Dragon's	1	1	1	67		33				4	628	block3		31	40										dusp												0	0
Wobbly	1	1		8		4				2	628	block3		-1	-6										glov	pama	pasc	chlm	bshi	nxsh							0	0
Squire's	1	1	1	8		4				4	628	block3		1	3										glov	pama	pasc	chlm	bshi	nxsh							0	0
Knight's	1	1	1	24		12				4	628	block3		4	6										glov	pama	pasc	chlm	bshi	nxsh							0	0
Champion's	1	1	1	40		20				4	628	block3		7	10										glov	pama	pasc	chlm	bshi	nxsh							0	0
King's	1	1	1	56		28				4	628	block3		11	15										glov	pama	pasc	chlm	bshi	nxsh							0	0
Dragon's	1	1	1	72		36				4	628	block3		16	20										glov	pama	pasc	chlm	bshi	nxsh							0	0
Squire's	1	1	1	10		5				4	628	block3		1	4										jewl												0	0
Knight's	1	1	1	59		29				4	628	block3		5	8										jewl												0	0
Shaky	1	1		1		0				2	629	cast3		-5	-15										staf	wand	orb	pasc	ring	amul							0	0
Cryptic	1	1	1	1		0				4	629	cast3		5	10										staf	wand	orb	pasc	ring	amul							0	0
Stellar	1	1	1	16		8				4	629	cast3		11	15										staf	wand	orb	pasc	ring	amul							0	0
Cosmic	1	1	1	31		15				4	629	cast3		16	20										staf	wand	orb	pasc	ring	amul							0	0
Astral	1	1	1	46		23				4	629	cast3		21	30										staf	wand	orb	pasc	ring	amul							0	0
Brilliant	1	1	1	61		30				4	629	cast3		31	40										staf	wand	orb	pasc	ring	amul							0	0
Cryptic	1	1	1	1		0				4	629	cast3		5	10										dusm												0	0
Stellar	1	1	1	18		9				4	629	cast3		11	15										dusm												0	0
Cosmic	1	1	1	34		17				4	629	cast3		16	20										dusm												0	0
Astral	1	1	1	51		25				4	629	cast3		21	30										dusm												0	0
Brilliant	1	1	1	67		33				4	629	cast3		31	40										dusm												0	0
Shaky	1	1		8		4				2	629	cast3		-1	-6										circl	stor	glov	nxhm	nscy								0	0
Cryptic	1	1	1	8		4				4	629	cast3		1	3										circl	stor	glov	nxhm	nscy								0	0
Stellar	1	1	1	24		12				4	629	cast3		4	6										circl	stor	glov	nxhm	nscy								0	0
Cosmic	1	1	1	40		20				4	629	cast3		7	10										circl	stor	glov	nxhm	nscy								0	0
Astral	1	1	1	56		28				4	629	cast3		11	15										circl	stor	glov	nxhm	nscy								0	0
Brilliant	1	1	1	72		36				4	629	cast3		16	20										circl	stor	glov	nxhm	nscy								0	0
Shaky	1	1		15		7				2	629	cast3		-1	-6										ashi	nxsh	head										0	0
Cryptic	1	1	1	15		7				4	629	cast3		1	3										ashi	nxsh	head										0	0
Stellar	1	1	1	31		15				4	629	cast3		4	6										ashi	nxsh	head										0	0
Cosmic	1	1	1	47		23				4	629	cast3		7	10										ashi	nxsh	head										0	0
Astral	1	1	1	63		31				4	629	cast3		11	15										ashi	nxsh	head										0	0
Brilliant	1	1	1	79		39				4	629	cast3		16	20										ashi	nxsh	head										0	0
Cryptic	1	1	1	10		5				4	629	cast3		1	4										jewl												0	0
Stellar	1	1	1	59		29				4	629	cast3		5	8										jewl												0	0
Clumsy	1	1		1		0				2	629	swing3		-5	-15										weap	ring	amul					staf	wand	orb	nscy		0	0
Wild	1	1	1	1		0				4	629	swing3		5	10										weap	ring	amul					staf	wand	orb	nscy		0	0
Furious	1	1	1	16		8				4	629	swing3		11	15										weap	ring	amul					staf	wand	orb	nscy		0	0
Feral	1	1	1	31		15				4	629	swing3		16	20										weap	ring	amul					staf	wand	orb	nscy		0	0
Ferocious	1	1	1	46		23				4	629	swing3		21	30										weap	ring	amul					staf	wand	orb	nscy		0	0
Bestial	1	1	1	61		30				4	629	swing3		31	40										weap	ring	amul					staf	wand	orb	nscy		0	0
Wild	1	1	1	1		0				4	629	swing3		5	10										dusc												0	0
Furious	1	1	1	18		9				4	629	swing3		11	15										dusc												0	0
Feral	1	1	1	34		17				4	629	swing3		16	20										dusc												0	0
Ferocious	1	1	1	51		25				4	629	swing3		21	30										dusc												0	0
Bestial	1	1	1	67		33				4	629	swing3		31	40										dusc												0	0
Clumsy	1	1		8		4				2	629	swing3		-1	-6										phlm	ahlm	glov	bshi									0	0
Wild	1	1	1	8		4				4	629	swing3		1	3										phlm	ahlm	glov	bshi									0	0
Furious	1	1	1	24		12				4	629	swing3		4	6										phlm	ahlm	glov	bshi									0	0
Feral	1	1	1	40		20				4	629	swing3		7	10										phlm	ahlm	glov	bshi									0	0
Ferocious	1	1	1	56		28				4	629	swing3		11	15										phlm	ahlm	glov	bshi									0	0
Bestial	1	1	1	72		36				4	629	swing3		16	20										phlm	ahlm	glov	bshi									0	0
Wild	1	1	1	10		5				4	629	swing3		1	4										jewl												0	0
Furious	1	1	1	59		29				4	629	swing3		5	8										jewl												0	0
Slow	1	1		1		0				2	630	move3		-5	-15										boot												0	0
Quick	1	1	1	1		0				8	630	move3		5	10										boot												0	0
Fast	1	1	1	16		8				8	630	move3		11	15										boot												0	0
Swift	1	1	1	31		15				8	630	move3		16	20										boot												0	0
Speedy	1	1	1	46		23				8	630	move3		21	25										boot												0	0
Flying	1	1	1	61		30				8	630	move3		26	30										boot												0	0
Slow	1	1		8		4				2	630	move3		-1	-6										staf	miss											0	0
Quick	1	1	1	8		4				4	630	move3		1	2										staf	miss											0	0
Fast	1	1	1	24		12				4	630	move3		3	4										staf	miss											0	0
Swift	1	1	1	40		20				4	630	move3		5	7										staf	miss											0	0
Speedy	1	1	1	56		28				4	630	move3		8	11										staf	miss											0	0
Flying	1	1	1	72		36				4	630	move3		12	15										staf	miss											0	0
Quick	1	1	1	9		4				4	630	move3		1	2										dust												0	0
Fast	1	1	1	26		13				4	630	move3		3	4										dust												0	0
Swift	1	1	1	44		22				4	630	move3		5	7										dust												0	0
Speedy	1	1	1	62		31				4	630	move3		8	11										dust												0	0
Flying	1	1	1	79		40				4	630	move3		12	15										dust												0	0
Quick	1	1	1	10		5				4	630	move3		1	2										jewl												0	0
Fast	1	1	1	59		29				4	630	move3		3	5										jewl												0	0
Boring	1	1		1		0				2	631	extra-fire		-5	-20										staf	dbow											0	0
Fiery	1	1	1	1		0				6	631	extra-fire		5	10										staf	dbow											0	0
Burning	1	1	1	11		5				6	631	extra-fire		10	20										staf	dbow											0	0
Impulsive	1	1	1	22		11				6	631	extra-fire		21	30										staf	dbow											0	0
Fierce	1	1	1	33		16				6	631	extra-fire		31	40										staf	dbow											0	0
Blazing	1	1	1	44		22				6	631	extra-fire		41	50										staf	dbow											0	0
Seething	1	1	1	56		28				6	631	extra-fire		51	65										staf	dbow											0	0
Ardent	1	1	1	68		34				6	631	extra-fire		66	80										staf	dbow											0	0
Consuming	1	1	1	80		40				6	631	extra-fire		81	100										staf	dbow											0	0
Boring	1	1		2		1				2	631	extra-fire		-3	-10										glov	h2h											0	0
Fiery	1	1	1	2		1				4	631	extra-fire		3	5										glov	h2h											0	0
Burning	1	1	1	11		5				4	631	extra-fire		6	10										glov	h2h											0	0
Impulsive	1	1	1	22		11				4	631	extra-fire		11	15										glov	h2h											0	0
Fierce	1	1	1	33		16				4	631	extra-fire		16	20										glov	h2h											0	0
Blazing	1	1	1	44		22				4	631	extra-fire		21	25										glov	h2h											0	0
