Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of the Jaguar	1	1	1	22		11				4	713	hp		11	15										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Eagle	1	1	1	33		16				4	713	hp		16	20										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Wolf	1	1	1	43		21				4	713	hp		21	25										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Tiger	1	1	1	54		26				4	713	hp		26	30										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Mammoth	1	1	1	64		32				4	713	hp		31	35										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Whale	1	1	1	75		37				4	713	hp		36	40										scep	pasd	pama	belt	ring	amul	boot						0	0
of the Jackal	1	1	1	1		0				4	713	hp		1	5										dusp	duse											0	0
of the Fox	1	1	1	12		6				4	713	hp		6	10										dusp	duse											0	0
of the Jaguar	1	1	1	23		11				4	713	hp		11	15										dusp	duse											0	0
of the Eagle	1	1	1	34		17				4	713	hp		16	20										dusp	duse											0	0
of the Wolf	1	1	1	45		22				4	713	hp		21	25										dusp	duse											0	0
of the Tiger	1	1	1	56		28				4	713	hp		26	30										dusp	duse											0	0
of the Mammoth	1	1	1	67		33				4	713	hp		31	35										dusp	duse											0	0
of the Whale	1	1	1	78		39				4	713	hp		36	40										dusp	duse											0	0
of the Jackal	1	1	1	1		0				4	713	hp		1	5										jewl												0	0
of the Fox	1	1	1	17		8				4	713	hp		6	10										jewl												0	0
of the Jaguar	1	1	1	50		25				4	713	hp		11	15										jewl												0	0
of Lies	1	1		1		0				2	714	mana		-1	-10										rod	stor	nscy										0	0
of the Crow	1	1	1	1		0				6	714	mana		1	5										rod	stor	nscy										0	0
of the Raven	1	1	1	11		5				6	714	mana		6	10										rod	stor	nscy										0	0
of the Snake	1	1	1	21		10				6	714	mana		11	15										rod	stor	nscy										0	0
of the Adder	1	1	1	31		15				6	714	mana		16	20										rod	stor	nscy										0	0
of the Viper	1	1	1	41		20				6	714	mana		21	25										rod	stor	nscy										0	0
of the Serpent	1	1	1	51		25				6	714	mana		26	30										rod	stor	nscy										0	0
of the Hydra	1	1	1	61		30				6	714	mana		31	35										rod	stor	nscy										0	0
of the Wyrm	1	1	1	71		35				6	714	mana		36	40										rod	stor	nscy										0	0
of the Dragon	1	1	1	80		40				6	714	mana		41	50										rod	stor	nscy										0	0
of Lies	1	1		1		0				2	714	mana		-1	-10										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Crow	1	1	1	1		0				4	714	mana		1	5										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Raven	1	1	1	12		5				4	714	mana		6	10										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Snake	1	1	1	22		10				4	714	mana		11	15										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Adder	1	1	1	33		15				4	714	mana		16	20										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Viper	1	1	1	43		20				4	714	mana		21	25										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Serpent	1	1	1	54		25				4	714	mana		26	30										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Hydra	1	1	1	64		30				4	714	mana		31	35										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Wyrm	1	1	1	75		35				4	714	mana		36	40										circ	head	ashd	ashi	ring	amul	nxsh						0	0
of the Crow	1	1	1	1		0				4	714	mana		1	5										dusm	duse											0	0
of the Raven	1	1	1	12		6				4	714	mana		6	10										dusm	duse											0	0
of the Snake	1	1	1	23		11				4	714	mana		11	15										dusm	duse											0	0
of the Adder	1	1	1	34		17				4	714	mana		16	20										dusm	duse											0	0
of the Viper	1	1	1	45		22				4	714	mana		21	25										dusm	duse											0	0
of the Serpent	1	1	1	56		28				4	714	mana		26	30										dusm	duse											0	0
of the Hydra	1	1	1	67		33				4	714	mana		31	35										dusm	duse											0	0
of the Wyrm	1	1	1	78		39				4	714	mana		36	40										dusm	duse											0	0
of the Crow	1	1	1	1		0				6	714	mana		1	5										jewl												0	0
of the Raven	1	1	1	17		8				6	714	mana		6	10										jewl												0	0
of the Snake	1	1	1	50		25				6	714	mana		11	15										jewl												0	0
of Amelioration	1	1	1	25		12				4	715	res-pois-len		15	30										amul	ashd	helm										0	0
of Remedy	1	1	1	18		9				4	715	res-pois-len		31	50										amul												0	0
of Convalescence	1	1	1	7		3				4	715	res-pois-len		51	70										amul												0	0
of Amelioration	1	1	1	35		17				4	715	res-pois-len		15	30										duse												0	0
of Simplicity	1	1	1	25		12				4	716	ease		-10	-20										weap	armo											0	0
of Ease	1	1	1	15		7				4	716	ease		-21	-40										weap	armo											0	0
of Simplicity	1	1	1	1		0				4	716	ease		-3	-5										jewl												0	0
of Ease	1	1	1	52		26				4	716	ease		-6	-10										jewl												0	0
of Self-Repair	1	1	1	3		1				4	717	rep-dur	1												weap	armo						thro	miss				0	0
of Quick Repair	1	1	1	20		10				4	717	rep-dur	2												weap	armo						thro	miss				0	0
of Fast Repair	1	1	1	37		18				4	717	rep-dur	6												weap	armo						thro	miss				0	0
of Rapid Repair	1	1	1	54		27				4	717	rep-dur	20												weap	armo						thro	miss				0	0
of the Ages	1	1		50		25				2	717	indestruct													weap	armo						thro	miss				0	0
of Replenishing	1	1	1	3		1				4	718	rep-quant	1												thro												0	0
of Propagation	1	1	1	20		10				4	718	rep-quant	2												thro												0	0
of Proliferation	1	1	1	37		18				4	718	rep-quant	6												thro												0	0
of the Rabbit	1	1	1	54		27				4	718	rep-quant	20												thro												0	0
of Resentment	1	1	1	7		3				4	719	heal-gethit		1	2										ashd												0	0
of Frustration	1	1	1	25		12				4	719	heal-gethit		3	4										ashd												0	0
of Rancor	1	1	1	43		21				4	719	heal-gethit		5	7										ashd												0	0
of Spite	1	1	1	61		30				4	719	heal-gethit		8	10										ashd												0	0
of Resentment	1	1	1	7		3				4	719	heal-gethit		1	1										shld	tors	belt	phlm	chlm	ring	amul	head	ashd				0	0
of Frustration	1	1	1	25		12				4	719	heal-gethit		2	2										shld	tors	belt	phlm	chlm	ring	amul	head	ashd				0	0
of Rancor	1	1	1	43		21				4	719	heal-gethit		3	3										shld	tors	belt	phlm	chlm	ring	amul	head	ashd				0	0
of Spite	1	1	1	61		30				4	719	heal-gethit		4	5										shld	tors	belt	phlm	chlm	ring	amul	head	ashd				0	0
of Resentment	1	1	1	8		4				4	719	heal-gethit		1	1										dusc	dusp											0	0
of Frustration	1	1	1	30		14				4	719	heal-gethit		2	2										dusc	dusp											0	0
of Rancor	1	1	1	52		25				4	719	heal-gethit		3	3										dusc	dusp											0	0
of Spite	1	1	1	73		36				4	719	heal-gethit		4	5										dusc	dusp											0	0
of Resentment	1	1	1	38		19				4	719	heal-gethit		1	1										jewl												0	0
of Suffering	1	1	1	5		2				4	719	mana-gethit		1	2										staf												0	0
of Pain	1	1	1	23		11				4	719	mana-gethit		3	4										staf												0	0
of Misery	1	1	1	41		20				4	719	mana-gethit		5	7										staf												0	0
of Provocation	1	1	1	59		29				4	719	mana-gethit		8	10										staf												0	0
of Suffering	1	1	1	7		3				4	719	mana-gethit		1	1										rod	ashi	chlm	bshi	ring	amul		staf					0	0
of Pain	1	1	1	25		12				4	719	mana-gethit		2	2										rod	ashi	chlm	bshi	ring	amul		staf					0	0
of Misery	1	1	1	43		21				4	719	mana-gethit		3	3										rod	ashi	chlm	bshi	ring	amul		staf					0	0
of Provocation	1	1	1	61		30				4	719	mana-gethit		4	5										rod	ashi	chlm	bshi	ring	amul		staf					0	0
of Suffering	1	1	1	8		4				4	719	mana-gethit		1	1										dusm	dusp											0	0
of Pain	1	1	1	30		14				4	719	mana-gethit		2	2										dusm	dusp											0	0
of Misery	1	1	1	52		25				4	719	mana-gethit		3	3										dusm	dusp											0	0
of Provocation	1	1	1	73		36				4	719	mana-gethit		4	5										dusm	dusp											0	0
of Suffering	1	1	1	38		19				4	719	mana-gethit		1	1										jewl												0	0
of Rebellion	1	1		6		3				2	720	summon-dmg%		-5	-15										wand	amul	head	orb									0	0
of the Sorcerer	1	1	1	6		3				6	720	summon-dmg%		5	10										wand	amul	head	orb									0	0
of the Conjurer	1	1	1	21		10				6	720	summon-dmg%		11	15										wand	amul	head	orb									0	0
of the Summoner	1	1	1	35		17				6	720	summon-dmg%		16	20										wand	amul	head	orb									0	0
of the Occultist	1	1	1	50		25				6	720	summon-dmg%		21	25										wand	amul	head	orb									0	0
of the Warlock	1	1	1	65		32				6	720	summon-dmg%		26	35										wand	amul	head	orb									0	0
of the Thaumaturge	1	1	1	80		40				6	720	summon-dmg%		36	50										wand	amul	head	orb									0	0
of Rebellion	1	1		6		3				2	720	summon-dmg%		-5	-15										glov	ring	nscy	circ	nxhm	pelt	dclu						0	0
of the Sorcerer	1	1	1	6		3				4	720	summon-dmg%		5	10										glov	ring	nscy	circ	nxhm	pelt	dclu						0	0
of the Conjurer	1	1	1	27		13				4	720	summon-dmg%		11	15										glov	ring	nscy	circ	nxhm	pelt	dclu						0	0
of the Summoner	1	1	1	48		24				4	720	summon-dmg%		16	20										glov	ring	nscy	circ	nxhm	pelt	dclu						0	0
of the Occultist	1	1	1	69		34				4	720	summon-dmg%		21	25										glov	ring	nscy	circ	nxhm	pelt	dclu						0	0
of the Sorcerer	1	1	1	7		3				4	720	summon-dmg%		5	10										dusm												0	0
of the Conjurer	1	1	1	30		14				4	720	summon-dmg%		11	15										dusm												0	0
of the Summoner	1	1	1	53		26				4	720	summon-dmg%		16	20										dusm												0	0
of the Occultist	1	1	1	76		37				4	720	summon-dmg%		21	25										dusm												0	0
of Rebellion	1	1		6		3				2	720	summon-dmg%		-5	-15										nxsh	cron											0	0
of the Sorcerer	1	1	1	8		4				4	720	summon-dmg%		5	10										nxsh	cron											0	0
of the Conjurer	1	1	1	36		18				4	720	summon-dmg%		11	15										nxsh	cron											0	0
of the Summoner	1	1	1	64		32				4	720	summon-dmg%		16	20										nxsh	cron											0	0
of the Sorcerer	1	1	1	9		4				4	720	summon-dmg%		3	5										jewl												0	0
of the Conjurer	1	1	1	33		16				4	720	summon-dmg%		6	10										jewl												0	0
of the Summoner	1	1	1	75		37				4	720	summon-dmg%		11	15										jewl												0	0
of the Goblin	1	1		7		3				2	721	summon-res%		-2	-10										wand	amul	head	orb									0	0
of the Spirit	1	1	1	7		3				6	721	summon-res%		2	5										wand	amul	head	orb									0	0
of the Wraith	1	1	1	22		11				6	721	summon-res%		6	10										wand	amul	head	orb									0	0
of the Geist	1	1	1	37		18				6	721	summon-res%		11	15										wand	amul	head	orb									0	0
of the Specter	1	1	1	51		25				6	721	summon-res%		16	20										wand	amul	head	orb									0	0
of the Phantom	1	1	1	66		33				6	721	summon-res%		21	25										wand	amul	head	orb									0	0
of Nightmares	1	1	1	80		40				6	721	summon-res%		26	30										wand	amul	head	orb									0	0
of the Goblin	1	1		7		3				2	721	summon-res%		-2	-10										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Spirit	1	1	1	7		3				4	721	summon-res%		2	5										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Wraith	1	1	1	28		14				4	721	summon-res%		6	10										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Geist	1	1	1	49		24				4	721	summon-res%		11	15										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Specter	1	1	1	70		35				4	721	summon-res%		16	20										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Spirit	1	1	1	8		3				4	721	summon-res%		2	5										dusm												0	0
of the Wraith	1	1	1	31		15				4	721	summon-res%		6	10										dusm												0	0
of the Geist	1	1	1	54		26				4	721	summon-res%		11	15										dusm												0	0
of the Specter	1	1	1	77		39				4	721	summon-res%		16	20										dusm												0	0
of the Spirit	1	1	1	10		5				4	721	summon-res%		2	5										jewl												0	0
of the Wraith	1	1	1	35		17				4	721	summon-res%		6	10										jewl												0	0
of the Geist	1	1	1	77		38				4	721	summon-res%		11	15										jewl												0	0
of Disenchantment	1	1		9		4				2	722	summon-ac%		-5	-15										wand	amul	head	orb									0	0
of the Warden	1	1	1	9		4				6	722	summon-ac%		5	10										wand	amul	head	orb									0	0
of the Jailor	1	1	1	24		12				6	722	summon-ac%		11	15										wand	amul	head	orb									0	0
of the Binder	1	1	1	38		19				6	722	summon-ac%		16	20										wand	amul	head	orb									0	0
of the Weaver	1	1	1	53		26				6	722	summon-ac%		21	25										wand	amul	head	orb									0	0
of the Spirit-Lord	1	1	1	67		33				6	722	summon-ac%		26	35										wand	amul	head	orb									0	0
of the Spirit-Master	1	1	1	80		40				6	722	summon-ac%		36	50										wand	amul	head	orb									0	0
of Disenchantment	1	1		9		4				2	722	summon-ac%		-5	-15										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Warden	1	1	1	9		4				4	722	summon-ac%		5	10										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Jailor	1	1	1	30		15				4	722	summon-ac%		11	15										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Binder	1	1	1	51		25				4	722	summon-ac%		16	20										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Weaver	1	1	1	72		36				4	722	summon-ac%		21	25										glov	ring	nscy	circ	nxhm	nxsh	pelt						0	0
of the Warden	1	1	1	10		4				4	722	summon-ac%		5	10										dusm												0	0
of the Jailor	1	1	1	33		17				4	722	summon-ac%		11	15										dusm												0	0
of the Binder	1	1	1	56		28				4	722	summon-ac%		16	20										dusm												0	0
of the Weaver	1	1	1	79		40				4	722	summon-ac%		21	25										dusm												0	0
of the Warden	1	1	1	11		5				4	722	summon-ac%		3	5										jewl												0	0
of the Jailor	1	1	1	37		18				4	722	summon-ac%		6	10										jewl												0	0
of the Binder	1	1	1	78		39				4	722	summon-ac%		11	15										jewl												0	0
of Thawing	1	1		9		4				2	723	cold-spell-dur		-10	-20										staf	amul											0	0
of Laments	1	1	1	25		12				4	723	cold-spell-dur		10	20										staf	amul											0	0
of Keening	1	1	1	41		20				4	723	cold-spell-dur		21	30										staf	amul											0	0
of Dirges	1	1	1	57		28				4	723	cold-spell-dur		31	50										staf	amul											0	0
of Thawing	1	1		9		4				2	723	cold-spell-dur		-5	-15										ring	circ	stor	h2h									0	0
of Laments	1	1	1	25		12				4	723	cold-spell-dur		5	10										ring	circ	stor	h2h									0	0
of Keening	1	1	1	41		20				4	723	cold-spell-dur		11	15										ring	circ	stor	h2h									0	0
of Dirges	1	1	1	57		28				4	723	cold-spell-dur		16	25										ring	circ	stor	h2h									0	0
of Laments	1	1	1	30		14				4	723	cold-spell-dur		5	10										dusm												0	0
of Keening	1	1	1	49		24				4	723	cold-spell-dur		11	15										dusm												0	0
of Failure	1	1		9		4				2	724	pois-spell-dur		-10	-20										wand	head	amul										0	0
of Withering	1	1	1	25		12				4	724	pois-spell-dur		10	20										wand	head	amul										0	0
of Wasting	1	1	1	41		20				4	724	pois-spell-dur		21	30										wand	head	amul										0	0
of Decay	1	1	1	57		28				4	724	pois-spell-dur		31	50										wand	head	amul										0	0
of Failure	1	1		9		4				2	724	pois-spell-dur		-5	-15										ring	nscy	nxhm	nxsh	h2h	knif							0	0
of Withering	1	1	1	25		12				4	724	pois-spell-dur		5	10										ring	nscy	nxhm	nxsh	h2h	knif							0	0
of Wasting	1	1	1	41		20				4	724	pois-spell-dur		11	15										ring	nscy	nxhm	nxsh	h2h	knif							0	0
of Decay	1	1	1	57		28				4	724	pois-spell-dur		16	25										ring	nscy	nxhm	nxsh	h2h	knif							0	0
of Withering	1	1	1	30		14				4	724	pois-spell-dur		5	10										dusm												0	0
of Wasting	1	1	1	49		24				4	724	pois-spell-dur		11	15										dusm												0	0
of Consumption	1	1		4		2				2	725	healskill		-5	-15										helm	ashd	pasc					circ	phlm	nxhm			0	0
of Healing	1	1	1	4		2				4	725	healskill		5	10										helm	ashd	pasc					circ	phlm	nxhm			0	0
of Songs	1	1	1	15		7				4	725	healskill		11	15										helm	ashd	pasc					circ	phlm	nxhm			0	0
of Rains	1	1	1	26		13				4	725	healskill		16	20										helm	ashd	pasc					circ	phlm	nxhm			0	0
of the Monsoon	1	1	1	37		18				4	725	healskill		21	25										helm	ashd	pasc					circ	phlm	nxhm			0	0
of the Witchdoctor	1	1	1	48		24				4	725	healskill		26	35										helm	ashd	pasc					circ	phlm	nxhm			0	0
of the Medicine Man	1	1	1	60		30				4	725	healskill		36	50										helm	ashd	pasc					circ	phlm	nxhm			0	0
of Healing	1	1	1	4		2				4	725	healskill		3	5										amul	nxhm											0	0
of Songs	1	1	1	15		7				4	725	healskill		6	10										amul	nxhm											0	0
of Rains	1	1	1	26		13				4	725	healskill		11	15										amul	nxhm											0	0
of the Monsoon	1	1	1	37		18				4	725	healskill		16	20										amul	nxhm											0	0
of the Witchdoctor	1	1	1	48		24				4	725	healskill		21	30										amul	nxhm											0	0
of the Medicine Man	1	1	1	60		30				4	725	healskill		31	40										amul	nxhm											0	0
of Consumption	1	1		4		2				2	725	healskill		-5	-15										ring	glov											0	0
of Healing	1	1	1	5		2				4	725	healskill		5	10										ring	glov											0	0
of Songs	1	1	1	22		11				4	725	healskill		11	15										ring	glov											0	0
of Rains	1	1	1	39		19				4	725	healskill		16	20										ring	glov											0	0
of the Monsoon	1	1	1	56		28				4	725	healskill		21	25										ring	glov											0	0
of Healing	1	1	1	6		2				4	725	healskill		5	10										dust												0	0
of Songs	1	1	1	24		12				4	725	healskill		11	15										dust												0	0
of Rains	1	1	1	43		21				4	725	healskill		16	20										dust												0	0
of the Monsoon	1	1	1	62		31				4	725	healskill		21	25										dust												0	0
of Healing	1	1	1	6		3				4	725	healskill		3	5										jewl												0	0
of Songs	1	1	1	28		14				4	725	healskill		6	15										jewl												0	0
of Predation	1	1	1	1		0				6	726	heal-kill		1	3										weap							abow	aspe				0	0
of Hunger	1	1	1	22		11				6	726	heal-kill		4	6										weap							abow	aspe				0	0
of Devouring	1	1	1	43		21				6	726	heal-kill		7	12										weap							abow	aspe				0	0
of Famine	1	1	1	64		32				6	726	heal-kill		13	20										weap							abow	aspe				0	0
of Predation	1	1	1	1		0				6	726	heal-kill		1	1										glov	ring	amul	phlm	pelt	abow	aspe						0	0
of Hunger	1	1	1	22		11				6	726	heal-kill		2	4										glov	ring	amul	phlm	pelt	abow	aspe						0	0
of Devouring	1	1	1	43		21				6	726	heal-kill		5	10										glov	ring	amul	phlm	pelt	abow	aspe						0	0
of Famine	1	1	1	64		32				6	726	heal-kill		11	15										glov	ring	amul	phlm	pelt	abow	aspe						0	0
of Predation	1	1	1	1		0				6	726	heal-kill		1	1										dusc												0	0
of Hunger	1	1	1	24		12				6	726	heal-kill		2	3										dusc												0	0
of Devouring	1	1	1	47		23				6	726	heal-kill		4	6										dusc												0	0
of Famine	1	1	1	70		35				6	726	heal-kill		7	10										dusc												0	0
of Predation	1	1	1	1		0				4	726	heal-kill		1	1										jewl												0	0
of Hunger	1	1	1	38		19				4	726	heal-kill		2	2										jewl												0	0
of Devouring	1	1	1	73		36				4	726	heal-kill		3	3										jewl												0	0
of the Source	1	1	1	1		0				6	727	mana-kill		1	3										weap							h2h					0	0
of the Fountain	1	1	1	22		11				6	727	mana-kill		4	6										weap							h2h					0	0
of the Wellspring	1	1	1	43		21				6	727	mana-kill		7	12										weap							h2h					0	0
of Tears	1	1	1	64		32				6	727	mana-kill		13	20										weap							h2h					0	0
of the Source	1	1	1	1		0				6	727	mana-kill		1	1										ring	amul	stor	circ	h2h								0	0
of the Fountain	1	1	1	22		11				6	727	mana-kill		2	4										ring	amul	stor	circ	h2h								0	0
of the Wellspring	1	1	1	43		21				6	727	mana-kill		5	10										ring	amul	stor	circ	h2h								0	0
of Tears	1	1	1	64		32				6	727	mana-kill		11	15										ring	amul	stor	circ	h2h								0	0
of the Source	1	1	1	1		0				6	727	mana-kill		1	1										dusm	dusc											0	0
of the Fountain	1	1	1	24		12				6	727	mana-kill		2	3										dusm	dusc											0	0
of the Wellspring	1	1	1	47		23				6	727	mana-kill		4	6										dusm	dusc											0	0
of Tears	1	1	1	70		35				6	727	mana-kill		7	10										dusm	dusc											0	0
of the Source	1	1	1	1		0				4	727	mana-kill		1	1										jewl												0	0
of the Fountain	1	1	1	38		19				4	727	mana-kill		2	2										jewl												0	0
of the Wellspring	1	1	1	73		36				4	727	mana-kill		3	3										jewl												0	0
of Disdain	1	1	1	19		9				4	728	heal-hit		1	1										thro	miss											0	0
of Contempt	1	1	1	60		30				4	728	heal-hit		2	2										thro	miss											0	0
of Grudges	1	1	1	16		8				6	728	heal-melee		1	1										dclu	boax	bbax	pasd	bats	pama	ring						0	0
of Scorn	1	1	1	52		26				6	728	heal-melee		2	3										dclu	boax	bbax	pasd	bats	pama	ring						0	0
of Fury	1	1	1	77		38				6	728	heal-melee		4	5										pama												0	0
of Grudges	1	1	1	56		28				4	728	heal-melee		1	1										dusc												0	0
of the Hornet	1	1	1	19		9				4	729	mana-hit		1	1										thro	miss											0	0
of the Mantis	1	1	1	60		30				4	729	mana-hit		2	2										thro	miss											0	0
of the Spider	1	1	1	16		8				6	729	mana-melee		1	1										scep	blad	h2h	aspe	crsx	ring	glov						0	0
of the Scorpion	1	1	1	52		26				6	729	mana-melee		2	3										scep	blad	h2h	aspe	crsx	ring	glov						0	0
of the Cobra	1	1	1	52		26				6	729	mana-melee		4	5										blad	h2h	aspe	crsx									0	0
of the Spider	1	1	1	56		28				4	729	mana-melee		1	1										dusc												0	0
of the Gremlin	1	1		5		2				2	730	addxp		-1	-2										ring	amul											0	0
of Teaching	1	1	1	5		2				4	730	addxp		1	1										ring	amul											0	0
of Wisdom	1	1	1	18		9				4	730	addxp		2	2										ring	amul											0	0
of Insight	1	1	1	31		15				4	730	addxp		3	4										ring	amul											0	0
of Enlightenment	1	1	1	44		22				4	730	addxp		5	6										ring	amul											0	0
of Transcendence	1	1	1	57		28				4	730	addxp		7	8										ring	amul											0	0
of Bliss	1	1	1	70		35				4	730	addxp		9	10										ring	amul											0	0
of Teaching	1	1	1	7		3				4	730	addxp		1	2										belt	helm						ahlm	phlm	chlm	pelt		0	0
of Wisdom	1	1	1	26		13				4	730	addxp		3	5										belt	helm						ahlm	phlm	chlm	pelt		0	0
of Teaching	1	1	1	9		4				4	730	addxp		1	2										dust												0	0
of Wisdom	1	1	1	28		14				4	730	addxp		3	5										dust												0	0
of Teaching	1	1	1	14		6				4	730	addxp		1	1										jewl												0	0
of Spring	1	1	1	10		5				4	731	half-freeze		1	1										belt	shld	amul	cron									0	0
of Spring	1	1	1	38		19				4	731	half-freeze		1	1										jewl												0	0
of Spring	1	1	1	50		25				4	731	half-freeze		1	1										duse												0	0
of Summer	1	1	1	60		30				4	731	nofreeze		1	1										belt												0	0
of Rending	1	1	1	25		12				8	732	pierce		5	10										thro	miss											0	0
of Tearing	1	1	1	45		22				8	732	pierce		11	15										thro	miss											0	0
of Impaling	1	1	1	65		32				8	732	pierce		16	20										thro	miss											0	0
of Rending	1	1	1	25		12				4	732	pierce		5	10										phlm	pelt	ahlm										0	0
of Tearing	1	1	1	45		22				4	732	pierce		11	15										phlm	pelt	ahlm										0	0
of Impaling	1	1	1	65		32				4	732	pierce		16	20										phlm	pelt	ahlm										0	0
of Rending	1	1	1	30		15				4	732	pierce		5	10										ring												0	0
of Tearing	1	1	1	50		25				4	732	pierce		11	15										ring												0	0
of Rending	1	1	1	33		17				4	732	pierce		5	10										dusc												0	0
of Tearing	1	1	1	55		28				4	732	pierce		11	15										dusc												0	0
of Rending	1	1	1	52		26				4	732	pierce		2	5										jewl												0	0
of Hatred	1	1	1	21		11				4	733	dmg-global		2	3										phlm	amul											0	0
of Anger	1	1	1	43		22				4	733	dmg-global		4	5										phlm	amul											0	0
of Rage	1	1	1	65		33				4	733	dmg-global		6	10										phlm	amul											0	0
of Hatred	1	1	1	23		12				4	733	dmg-global		2	3										dusc												0	0
of Anger	1	1	1	47		24				4	733	dmg-global		4	5										dusc												0	0
of Rage	1	1	1	72		36				4	733	dmg-global		6	10										dusc												0	0
of Pride	1	1	1	21		11				4	734	ac-global		2	3										chlm	amul											0	0
of Arrogance	1	1	1	43		22				4	734	ac-global		4	5										chlm	amul											0	0
of Supremacy	1	1	1	65		33				4	734	ac-global		6	10										chlm	amul											0	0
of Pride	1	1	1	23		12				4	734	ac-global		2	3										dusp												0	0
of Arrogance	1	1	1	47		24				4	734	ac-global		4	5										dusp												0	0
of Supremacy	1	1	1	72		36				4	734	ac-global		6	10										dusp												0	0
of Squires	1	1	1	11		5				4	735	uninterrupt		5	10										tors	shld						stor	ashi				0	0
of Lords	1	1	1	25		12				4	735	uninterrupt		11	15										tors	shld						stor	ashi				0	0
of Kings	1	1	1	39		19				4	735	uninterrupt		16	20										tors	shld						stor	ashi				0	0
of Emperors	1	1	1	53		26				4	735	uninterrupt		21	30										tors	shld						stor	ashi				0	0
of Sovereigns	1	1	1	67		33				4	735	uninterrupt		31	40										tors	shld						stor	ashi				0	0
of Squires	1	1	1	13		6				4	735	uninterrupt		5	10										belt	boot	amul	chlm									0	0
of Lords	1	1	1	40		20				4	735	uninterrupt		11	15										belt	boot	amul	chlm									0	0
of Kings	1	1	1	67		33				4	735	uninterrupt		16	20										belt	boot	amul	chlm									0	0
of Squires	1	1	1	16		7				4	735	uninterrupt		5	10										dusc	dusp											0	0
of Lords	1	1	1	48		24				4	735	uninterrupt		11	15										dusc	dusp											0	0
of Kings	1	1	1	80		40				4	735	uninterrupt		16	20										dusc	dusp											0	0
of Squires	1	1	1	11		5				4	735	uninterrupt		3	5										jewl												0	0
of Lords	1	1	1	78		39				4	735	uninterrupt		6	7										jewl							ashi	stor				0	0
of Teeth	1	1	1	1		0				4	736	openwounds		5	10										swor	axe	spea	thro	miss	nscy							0	0
of Jaws	1	1	1	16		8				4	736	openwounds		11	15										swor	axe	spea	thro	miss	nscy							0	0
of Fangs	1	1	1	30		15				4	736	openwounds		16	20										swor	axe	spea	thro	miss	nscy							0	0
of Furies	1	1	1	44		22				4	736	openwounds		21	25										swor	axe	spea	thro	miss	nscy							0	0
of Teeth	1	1	1	1		0				4	736	openwounds		3	10										dusc												0	0
of Jaws	1	1	1	18		9				4	736	openwounds		11	25										dusc												0	0
of Teeth	1	1	1	1		0				4	736	openwounds		2	4										jewl												0	0
of Jaws	1	1	1	18		9				4	736	openwounds		5	8										jewl												0	0
of Fangs	1	1	1	60		30				4	736	openwounds		9	10										jewl												0	0
of the Clouds	1	1	1	1		0				8	737	regen-mana		5	10										staf												0	0
of the Sky	1	1	1	12		6				8	737	regen-mana		11	15										staf												0	0
of the Moon	1	1	1	23		11				8	737	regen-mana		16	25										staf												0	0
of the Planets	1	1	1	34		17				8	737	regen-mana		26	35										staf												0	0
of the Heavens	1	1	1	45		22				8	737	regen-mana		36	50										staf												0	0
of the Stars	1	1	1	56		28				8	737	regen-mana		51	75										staf												0	0
of the Constellations	1	1	1	67		33				8	737	regen-mana		76	100										staf												0	0
of Infinity	1	1	1	80		40				8	737	regen-mana		101	150										staf												0	0
of the Clouds	1	1	1	3		1				8	737	regen-mana		5	10										wand	orb	scep										0	0
of the Sky	1	1	1	14		7				8	737	regen-mana		11	15										wand	orb	scep										0	0
of the Moon	1	1	1	25		12				8	737	regen-mana		16	25										wand	orb	scep										0	0
of the Planets	1	1	1	36		18				8	737	regen-mana		26	35										wand	orb	scep										0	0
of the Heavens	1	1	1	47		23				8	737	regen-mana		36	50										wand	orb	scep										0	0
