Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	*Laz/OrUM	*Laz/OrUX	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 1 - Jail 3	Jail Level 3	31	0	0			20	75	75	75	75	75	75	3500	1600	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	30	32	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	10	41	71	680	680	680	1	1	1	1	4	5	6	8	1	1	7	laz_skeleton3	laz_batdemon2	laz_wraith2	laz_bigheadsuper1	laz_cr_archer3	laz_sk_archer3	laz_rogue3																				laz_skeleton3	laz_batdemon2	laz_wraith2	laz_bigheadsuper1	laz_cr_archer3	laz_sk_archer3	laz_rogue3																			laz_skeleton3	laz_batdemon2	laz_wraith2	laz_bigheadsuper1	laz_cr_archer3	laz_sk_archer3	laz_rogue3																			rat	bat			30	30							0	8	255	Jail Level 3	To The Jail Level 3	EnteringTheJailLevel3	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0
Act 1 - Courtyard 2	Inner Cloister	32	0	0			0	18	20	18	20	18	20	4000	1000	0	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	10	35	60	10	41	72	720	720	720	1	1	1	1	1	2	2	2	1	0	5	laz_rogue4	laz_lancer4	laz_cr_archer3	laz_brutesuper3	laz_bigheadsuper1																						laz_rogue4	laz_lancer4	laz_cr_archer3	laz_brutesuper3	laz_bigheadsuper1																					laz_rogue4	laz_lancer4	laz_cr_archer3	laz_bigheadsuper1																																		0	7	7	Inner Cloister	To The Inner Cloister	EnteringTheInnerCloister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 1 - Cathedral	Cathedral	33	0	0			0	28	34	28	34	28	34	-4	-34	32	1	0	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	34	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	11	36	61	11	42	72	680	680	680	1	1	1	1	2	3	3	3	1	0	6	laz_rogue4	laz_lancer4	laz_cr_archer4	laz_batdemon2	laz_wraith3	laz_vampire2																					laz_rogue4	laz_lancer4	laz_cr_archer4	laz_batdemon2	laz_wraith3																					laz_rogue4	laz_lancer4	laz_cr_archer4	laz_batdemon2	laz_wraith3	laz_vampire2																				rat	bat			30	30							0	9	255	Cathedral	To The Cathedral	EnteringTheCathedral	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0
Act 1 - Catacombs 1	Catacombs Level 1	34	0	0			21	75	75	75	75	75	75	4500	1000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	42	72	880	880	880	1	1	1	1	4	5	6	8	1	0	10	laz_goat3	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_vampire2	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_fire1																	laz_goat3	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_fire1																	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_vampire2	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_fire1																	rat	bat			30	30							60	10	255	Catacombs Level 1	To The Catacombs Level 1	EnteringTheCatacombsLevel1	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0
Act 1 - Catacombs 2	Catacombs Level 2	35	0	0			22	75	75	75	75	75	75	4500	1300	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	42	73	880	880	880	1	1	1	1	4	5	6	8	1	0	10	laz_goat3	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_vampire2	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_fire1																	laz_goat3	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_pois1																	laz_rogue4	laz_lancer4	laz_skeleton5	laz_wraith3	laz_vampire2	laz_cr_archer4	laz_sk_archer5	laz_skmage_cold1	laz_skmage_pois1																	rat	bat			30	30							60	10	8	Catacombs Level 2	To The Catacombs Level 2	EnteringTheCatacombsLevel2	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0
Act 1 - Catacombs 3	Catacombs Level 3	36	0	0			23	75	75	75	75	75	75	4500	1600	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	62	12	43	73	880	880	880	1	1	1	1	4	5	6	8	1	0	9	laz_goat3	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_pois1																		laz_goat3	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_pois1																	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_pois1																		rat	bat			30	30							60	10	255	Catacombs Level 3	To The Catacombs Level 3	EnteringTheCatacombsLevel3	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0
Act 1 - Catacombs 4	Catacombs Level 4	37	0	0			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	36	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	62	12	43	73	880	880	880	1	1	1	1	4	5	6	8	1	0	9	laz_goat3	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_fire1																		laz_goat3	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_fire1																	laz_rogue5	laz_lancer5	laz_skeleton5	laz_bigheadsuper2	laz_cr_archer5	laz_sk_archer5	laz_skmage_ltng1	laz_skmage_fire1																		rat	bat			30	30							60	10	255	Catacombs Level 4	To The Catacombs Level 4	EnteringTheCatacombsLevel4	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0
Act 1 - Tristram	Tristram	38	0	0			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	6	31	56	6	39	76	520	520	520	1	1	1	1	3	4	5	6	0	0	3	laz_goat2	laz_skeleton3	laz_wraith2																								laz_goat2	laz_skeleton3	laz_wraith2																							laz_skeleton3	laz_wraith2																																				0	3	255	Tristram	To Tristram	EnteringTristram	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0
Act 1 - Moo Moo Farm	Moo Moo Farm	39	0	0	26	40	26	80	80	80	80	80	80	5000	1148	0	1	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	53	78	28	64	81	800	800	800	1	2	1	2	3	4	6	8	1	0	3	hellbovine	hellbovine	hellbovine																								hellbovine	hellbovine	hellbovine																							hellbovine	hellbovine	hellbovine																																			0	34	255	Moo Moo Farm	To The Moo Moo Farm	EnteringTheMooMooFarm	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0
Act 2 - Town	Lut Gholein	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	25	50				0	0	0									0	0																																																																														bug				30								0	12	9	Lut Gholein	To Lut Gholein	EnteringLutGholein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	Rocky Waste	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	39	64	14	43	75	880	880	880	1	2	1	2	4	6	7	9	1	0	6	laz_raider1	laz_panthermelee1	laz_scarabsuper1	laz_maggot1	laz_vulturesuper1	laz_slinger1																					laz_raider1	laz_panthermelee1	laz_scarabsuper1	laz_maggot1	laz_vulturesuper1	laz_slinger1																				laz_raider1	laz_panthermelee1	laz_scarabsuper1	laz_maggot1	laz_vulturesuper1	laz_slinger1																				scorpion				20								0	13	255	Rocky Waste	To The Rocky Waste	EnteringTheRockyWaste	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0
Act 2 - Desert 2	Dry Hills	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	40	65	15	44	76	880	880	880	1	2	1	2	4	6	7	9	1	0	8	laz_apesuper1	laz_raider1	laz_panthermelee1	laz_scarabsuper2	laz_maggot1	laz_arach2	laz_vulturesuper1	laz_slinger1																			laz_apesuper1	laz_raider1	laz_panthermelee1	laz_scarabsuper2	laz_maggot1	laz_arach2	laz_vulturesuper1	laz_slinger1																		laz_apesuper1	laz_raider1	laz_panthermelee1	laz_scarabsuper2	laz_maggot1	laz_arach2	laz_vulturesuper1	laz_slinger1																		scorpion				20								0	13	11	Dry Hills	To The Dry Hills	EnteringTheDryHills	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0
Act 2 - Desert 3	Far Oasis	43	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	41	66	16	45	76	880	880	880	1	2	1	2	4	6	7	9	1	0	7	laz_apesuper1	laz_raider2	laz_panthermelee2	laz_arach2	laz_crownest2	laz_slinger2	laz_deathmaulersuper2																				laz_apesuper1	laz_raider2	laz_panthermelee2	laz_arach2	laz_crownest2	laz_slinger2	laz_deathmaulersuper2																			laz_apesuper1	laz_raider2	laz_panthermelee2	laz_arach2	laz_slinger2	laz_deathmaulersuper2																				scorpion				20								0	13	13	Far Oasis	To The Far Oasis	EnteringTheFarOasis	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0
Act 2 - Desert 4	Lost City	44	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	42	67	17	46	77	880	880	880	1	2	1	2	4	6	7	9	1	0	7	laz_quillrat4	laz_raider2	laz_scarabsuper3	laz_vulturesuper2	laz_crownest2	laz_deathmaulersuper2	laz_unraveler3																				laz_quillrat4	laz_raider2	laz_scarabsuper3	laz_vulturesuper2	laz_crownest2	laz_deathmaulersuper2	laz_unraveler3																			laz_quillrat4	laz_raider2	laz_scarabsuper3	laz_vulturesuper2	laz_deathmaulersuper2	laz_unraveler3																				scorpion				20								0	13	14	Lost City	To The Lost City	EnteringTheLostCity	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0
Act 2 - Desert 5	Valley of Snakes	45	1	1			27	32	32	32	32	32	32	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	43	68	18	46	77	880	880	880	1	2	1	2	4	6	7	9	1	0	6	laz_raider3	laz_panthermelee3	laz_maggot3	laz_clawvipersuper3	laz_slinger3	laz_vulturesuper2																					laz_raider3	laz_panthermelee3	laz_maggot3	laz_clawvipersuper3	laz_slinger3	laz_vulturesuper2																				laz_raider3	laz_panthermelee3	laz_maggot3	laz_clawvipersuper3	laz_slinger3	laz_vulturesuper2																				scorpion				20								0	13	255	Valley of Snakes	To The Valley of Snakes	EnteringTheValleyOfSnakes	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0
Act 2 - Valley of the Kings	Canyon of the Magi	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	0	0	0	0	1	1	1	0	3800	16	41	66	19	48	79	880	880	880					3	4	7	9	1	0	3	laz_bigheadsuper3	laz_clawviperspecial1	laz_slingerspecial1																								laz_bigheadsuper3	laz_clawviperspecial1	laz_slingerspecial1																							laz_bigheadsuper3	laz_clawviperspecial1	laz_slingerspecial1																							scorpion				20								0	14	17	Canyon of the Magi	To The Canyon of the Magi	EnteringTheCanyonOfTheMagi	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0
Act 2 - Sewer 1 A	Sewers Level 1	47	1	1			29	100	100	100	100	100	100	1500	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	13	38	63	13	43	74	680	680	680	1	2	1	2	3	4	6	8	1	0	4	laz_swarm1	laz_mummy1	laz_maggotbaby1	laz_skeletonhero1																							laz_swarm1	laz_mummy1	laz_maggotbaby1	laz_skeletonhero1																						laz_swarm1	laz_mummy1	laz_maggotbaby1	laz_skeletonhero1																						rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0
Act 2 - Sewer 1 B	Sewers Level 2	48	1	1			30	100	100	100	100	100	100	1500	1300	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	13	38	63	13	43	74	680	680	680	1	2	1	2	3	4	6	8	1	0	5	laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_skeletonhero1	laz_sandleapersuper2																						laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_skeletonhero1	laz_sandleapersuper2																					laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_skeletonhero1	laz_sandleapersuper2																					rat	bat	scorpion		30	100	20						0	15	10	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0
Act 2 - Sewer 1 C	Sewers Level 3	49	1	1			31	100	100	100	100	100	100	1500	1600	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	14	39	64	14	44	75	680	680	680	1	2	1	2	3	4	6	8	1	0	4	laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_sandleapersuper2																							laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_sandleapersuper2																						laz_swarm1	laz_unraveler1	laz_maggotbaby1	laz_sandleapersuper2																						rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 3	To The Sewers Level 3	EnteringTheSewersLevel3	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0
Act 2 - Harem	Harem Level 1	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	25	50				0	0	0									0	0																																																																														rat	bat	scorpion		30	30	20						8	16	255	Harem Level 1	To The Harem Level 1	EnteringTheHaremLevel1	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	Harem Level 2	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	18	47	78	2200	2200	2200									1	0	7	laz_panthermelee4	laz_blunderboresuper1	laz_skmage_fire2	laz_skmage_ltng2	laz_slinger4	laz_overseersuper1	laz_raider4																				laz_panthermelee4	laz_blunderboresuper1	laz_skmage_fire2	laz_skmage_ltng2	laz_slinger4	laz_overseersuper1	laz_raider4																			laz_panthermelee4	laz_skmage_fire2	laz_skmage_ltng2	laz_slinger4	laz_raider4																					rat	bat	scorpion		30	30	20						8	17	255	Harem Level 2	To The Harem Level 2	EnteringTheHaremLevel2	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0
Act 2 - Basement 1	Palace Cellar Level 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1319	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	51	51	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	18	47	78	2200	2200	2200	1	2	1	2	3	4	5	7	1	1	7	laz_panthermelee4	laz_blunderboresuper1	laz_skmage_fire2	laz_skmage_pois2	laz_slinger4	laz_overseersuper1	laz_raider4																				laz_panthermelee4	laz_blunderboresuper1	laz_skmage_fire2	laz_skmage_pois2	laz_slinger4	laz_overseersuper1	laz_raider4																			laz_panthermelee4	laz_skmage_fire2	laz_skmage_pois2	laz_slinger4	laz_raider4																					rat	bat	scorpion		30	30	20						60	18	15	Palace Cellar Level 1	To The Palace Cellar Level 1	EnteringThePalaceCellarLevel1	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Basement 2	Palace Cellar Level 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1519	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	13	38	63	18	47	78	2200	2200	2200	1	2	1	2	3	4	5	7	1	1	7	laz_panthermelee4	laz_blunderboresuper1	laz_skmage_cold2	laz_skmage_pois2	laz_slinger4	laz_overseersuper1	laz_raider4																				laz_panthermelee4	laz_blunderboresuper1	laz_skmage_cold2	laz_skmage_pois2	laz_slinger4	laz_overseersuper1	laz_raider4																			laz_panthermelee4	laz_skmage_cold2	laz_skmage_pois2	laz_slinger4	laz_raider4																					rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	EnteringThePalaceCellarLevel2	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Basement 3	Palace Cellar Level 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1719	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	13	38	63	18	48	78	2200	2200	2200	1	2	1	2	3	4	5	7	1	1	4	laz_skmage_cold2	laz_skmage_ltng2	laz_slinger4	laz_raider4																							laz_skmage_cold2	laz_skmage_ltng2	laz_slinger4	laz_raider4																						laz_skmage_cold2	laz_skmage_ltng2	laz_slinger4	laz_raider4																						rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	EnteringThePalaceCellarLevel3	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Tomb 1 A	Stony Tomb Level 1	55	1	1			37	100	100	100	100	100	100	3000	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	14	44	85	2200	2200	2200	1	2	1	2	3	4	6	8	1	0	6	laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2	laz_skeletonhero1																					laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2	laz_skeletonhero1																				laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2	laz_skeletonhero1																				rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	EnteringTheStonyTombLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 2 A	Halls of the Dead Level 1	56	1	1			38	100	100	100	100	100	100	3000	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	16	44	79	2200	2200	2200	1	2	1	2	3	4	6	8	1	0	5	laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																						laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	EnteringTheHallsOfTheDeadLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 2 B	Halls of the Dead Level 2	57	1	1			39	100	100	100	100	100	100	3000	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	16	45	81	2200	2200	2200	1	2	1	2	3	4	6	8	1	0	5	laz_batdemon3	laz_skeletonhero1	laz_sandleapersuper3	laz_unraveler2	laz_raider1																						laz_batdemon3	laz_skeletonhero1	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					laz_batdemon3	laz_skeletonhero1	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					rat	bat	scorpion		30	30	20						60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	EnteringTheHallsOfTheDeadLevel2	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 3 A	Claw Viper Temple Level 1	58	1	1			40	100	100	100	100	100	100	3000	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	64	17	47	82	2200	2200	2200	1	2	1	2	3	4	6	8	1	0	5	laz_panthermelee3	laz_scarabsuper4	laz_clawvipersuper3	laz_potion1	laz_potion2																						laz_panthermelee3	laz_scarabsuper4	laz_clawvipersuper3	laz_potion1	laz_potion2																					laz_panthermelee3	laz_scarabsuper4	laz_clawvipersuper3	laz_potion1	laz_potion2																					rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	EnteringTheClawViperTempleLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 1 Treasure	Stony Tomb Level 2	59	1	1			41	100	100	100	100	100	100	3000	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	14	44	85	2200	2200	2200	1	3	1	3	3	4	4	6	1	0	5	laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2																						laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2																					laz_apesuper1	laz_swarm2	laz_scarabsuper2	laz_clawvipersuper1	laz_unraveler2																					rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	EnteringTheStonyTombLevel2	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0
Act 2 - Tomb 2 Treasure	Halls of the Dead Level 3	60	1	1			42	100	100	100	100	100	100	3000	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	16	45	82	2200	2200	2200	1	3	1	3	3	4	4	6	1	0	5	laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																						laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					laz_batdemon3	laz_clawvipersuper2	laz_sandleapersuper3	laz_unraveler2	laz_raider1																					rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	EnteringTheHallsOfTheDeadLevel3	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0
