Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	merca222	merca241	10000	120	285	5	314	6	88,5	12	89	12	423	24	18	24	4	49	4	49	4	49	4	49	4	strhirespecial5	0	Charged Bolt	7	60	0	15	10	Lightning	7	60	4	14	10	Static Field	7	20	2	10	8																			8	15	2	100000	
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	79	252	merca222	merca241	21000	130	435	5	494	6	133,5	12	134	12	1143	36	33	39	4	79	4	79	4	79	4	79	4	strhirespecial5	0	Charged Bolt	7	60	0	25	10	Lightning	7	90	0	24	10	Static Field	7	35	0	18	8																			8	15	2	100000	
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	merca222	merca241	21000	130	435	5	494	6	133,5	12	134	12	1143	36	33	39	4	79	4	79	4	79	4	79	4	strhirespecial7	0	Fire Bolt	7	30	0	27	10	Fire Ball	7	60	0	25	10	Enchant	7	30	0	26	20																			8	15	2	100000	
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	27000	140	435	5	494	6	133,5	12	134	12	1143	36	33	39	4	79	4	79	4	79	4	79	4	strhirespecial6	0	Glacial Spike	7	60	0	22	10	Chilling Armor	7	1000	0	27	15	Ice Blast	7	120	0	27	10																			8	15	2	100000	
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	21000	130	435	5	494	6	133,5	12	134	12	1143	36	33	39	4	79	4	79	4	79	4	79	4	strhirespecial5	0	Charged Bolt	7	60	0	25	10	Lightning	7	90	0	24	10	Static Field	7	35	0	18	8																			8	15	2	100000	
Barbarian	2hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50																																					5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50																																					5	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	320	10	244	8	101	15	63	10	150	20	16	20	6	28	4	28	4	28	4	28	4		0	New Bash	5	15	0	8	10	Stun	5	15	0	6	8	Battle Cry	5	15	0	5	8																			8	15	2	100000	bar
Barbarian	2hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	New Bash	5	50	0	18	10	Stun	5	50	0	14	8	Battle Cry	5	15	0	13	8																			8	15	2	100000	bar
Barbarian	2hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	New Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	2hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	320	10	244	8	101	15	63	10	150	20	16	20	6	28	4	28	4	28	4	28	4		0	Bash	5	15	0	8	10	Stun	5	15	0	6	8	Battle Cry	5	15	0	5	8																			8	15	2	100000	bar
Barbarian	2hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	Bash	5	50	0	18	10	Stun	5	50	0	14	8	Battle Cry	5	15	0	13	8																			8	15	2	100000	bar
Barbarian	2hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	1hs-Normal	100	36	560	5	1	28	515	MercX101	MercX167	9000	120	320	10	244	8	101	15	63	10	150	20	16	20	6	28	4	28	4	28	4	28	4		0	Frenzy	4	22	1	2	7	Ferocity	5	18	0	2	6	Taunt	5	20	1	7	6																			8	15	2	100000	bar
Barbarian	1hs-Normal	100	36	560	5	1	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	Frenzy	4	29	1	9	7	Ferocity	5	18	0	8	6	Taunt	5	27	1	13	6																			8	15	2	100000	bar
Barbarian	1hs-Normal	100	36	560	5	1	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Frenzy	4	35	1	13	7	Ferocity	5	18	0	12	6	Taunt	5	33	1	17	6																			8	15	2	100000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	New Bash	5	50	0	18	10	Stun	5	50	0	14	8	Battle Cry	5	15	0	13	8																			8	15	2	100000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	New Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	Bash	5	50	0	18	10	Stun	5	50	0	14	8	Battle Cry	5	15	0	13	8																			8	15	2	100000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	58	515	MercX101	MercX167	18000	130	620	10	484	8	158	15	101	10	750	35	39	43	8	58	4	58	4	58	4	58	4		0	Frenzy	4	29	1	9	7	Ferocity	5	0	0	8	6	Taunt	5	27	1	13	6																			8	15	2	100000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Frenzy	4	35	1	13	7	Ferocity	5	0	0	12	6	Taunt	5	33	1	17	6																			8	15	2	100000	bar
Barbarian	2hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	New Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	2hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Bash	5	75	0	25	10	Stun	5	75	0	20	8	Battle Cry	5	15	0	19	8																			8	15	2	100000	bar
Barbarian	1hs-Hell	100	38	560	5	3	80	515	MercX101	MercX167	32000	140	840	10	660	8	200	15	129	10	1520	45	61	65	8	80	4	80	4	80	4	80	4		0	Frenzy	4	35	1	13	7	Ferocity	5	0	0	12	6	Taunt	5	33	1	17	6																			8	15	2	100000	bar
